fq_label,announce_date,timing,t0,tm1_date,tm1_abs,tm1_bench,tm1_rel,t0_date,t0_abs,t0_bench,t0_rel,tp1_date,tp1_abs,tp1_bench,tp1_rel,timing_flag
1Q16,2016-04-21,AMC,2016-04-22,2016-04-21,-102.34278668310725,-2.478929102629479,-99.86385758047777,2016-04-22,-42.357044973213576,126.45673196131968,-168.81377693453325,2016-04-25,-145.12698611285012,-195.88638589618122,50.759399783331105,False
2Q16,2016-07-21,AMC,2016-07-22,2016-07-21,-71.96029776674884,-167.11833785004515,95.15804008329631,2016-07-22,198.7003249187702,66.60542030316962,132.09490461560057,2016-07-25,-110.28060286729647,-294.3189596167006,184.03835674940416,False
3Q16,2016-10-20,AMC,2016-10-21,2016-10-20,-53.93096836049938,-65.21296107601438,11.281992715514999,2016-10-21,-303.6510422942518,-65.64102564102558,-238.0100166532262,2016-10-24,-19.883186280601485,-39.23188106545461,19.348694784853127,False
4Q16,2017-01-20,BMO,2017-01-20,2017-01-19,-32.00731595793371,38.09178305822725,-70.09909901616096,2017-01-20,-81.42201834862473,200.57824358511002,-282.00026193373475,2017-01-23,-256.67707249392936,-292.29406554473036,35.616993050801014,False
1Q17,2017-04-21,BMO,2017-04-21,2017-04-20,3.9225941422604826,54.81762597512096,-50.89503183286048,2017-04-21,-218.27212129133522,-132.10316628223805,-86.16895500909716,2017-04-24,-98.8776055585261,-65.87335316617148,-33.0042523923546,False
2Q17,2017-07-21,BMO,2017-07-21,2017-07-20,-62.27758007117501,-236.7725067865778,174.49492671540278,2017-07-21,-73.11250373022938,-231.71343869258732,158.60093496235794,2017-07-24,-16.53389448369125,-175.51049842905286,158.9766039453616,False
3Q17,2017-10-20,BMO,2017-10-20,2017-10-19,-213.9280837505686,-136.1355687949245,-77.7925149556441,2017-10-20,-209.30232558139528,6.22736427597248,-215.52968985736777,2017-10-23,-196.3578780680919,-394.87090847498905,198.51303040689717,False
4Q17,2018-01-19,BMO,2018-01-19,2018-01-18,-108.79419764279086,-259.91506973807367,151.1208720952828,2018-01-19,6.547073458162966,62.07028265851733,-55.52320920035436,2018-01-22,440.98403559277745,436.3313012600023,4.6527343327751325,False
1Q18,2018-04-20,BMO,2018-04-20,2018-04-19,-8.52999715666769,-15.08423035595563,6.55423319928794,2018-04-20,-149.40239043824687,36.7239351262294,-186.12632556447628,2018-04-23,-46.22273580817682,149.87851337881608,-196.1012491869929,False
2Q18,2018-07-20,BMO,2018-07-20,2018-07-19,-20.876826722338038,-100.42242703532989,79.54560031299185,2018-07-20,-124.02869097429713,61.30335558745759,-185.33204656175474,2018-07-23,-52.95808745650055,-326.7422566371686,273.7841691806681,False
